Unnamed: 0;fecha;HORA declarada;Ruta;Operador;flight_no;route;ac_type;registration;cn_ln;all_aboard;PASAJEROS A BORDO;crew_aboard;cantidad de fallecidos;passenger_fatalities;crew_fatalities;ground;summary;Lugar_Despegue
250;1931-05-22;?;Wampit, Australia;Guiena Airways;flight no Definida;Lae - Bulolo;Junkers W-34;VH-UNR;2611;1;0;1;1;0;1;0;Hit trees in fog and cashed into the jungle.;Lae 
252;1931-06-07;0900;Near Sandoway, Burma;Air Orient;flight no Definida;Saigon - Karachi;Fokker F-VIIB;PH-AEO;5096;4;0;4;4;0;4;0;Crashed into a trees and fell into a river 50 km south of Sandoway after experiencing engine trouble while attempting to land at Sandoway in poor visibility and monsoon conditions.;Saigon 
258;1931-07-24;?;Kurudjevo, Bulgaria;CIDNA;flight no Definida;Constantinople - Budapest;Fokker F-VII;F-ALGT;18;7;5;2;7;5;2;0;The aircraft caught fire in mid air and crashed.;Constantinople 
259;1931-08-09;0840;Cincinnati, Ohio;American Airways;flight no Definida;Cincinnati - Atlanta;Ford 5-AT-C Tri Motor;NC9662;5AT-029;6;4;2;6;4;2;0;Crashed from a height of 500 feet on the banks of Little Miami River shortly after taking off.  Engine failure due to a broken hub on the right engine which led to the detachment of the motor from the aircraft.;Cincinnati 
262;1931-09-16;0400;Oakland, California;Pacific Air Transport;flight no Definida;Oakland, CA - Seattle, WA;Boeing 40;NC10347;1428;4;3;1;4;3;1;0;Crashed into San Francisco Bay shortly after taking off from Oakland airport.;Oakland, CA 
265;1931-11-05;0648;Camden, New Jersey;NY, Phil., Washington AW;flight no Definida;Newark, NJ  - Camden, NJ - Washington DC;Lockheed Orion 9;NC12221;178;5;4;1;5;4;1;0;Crashed  onto a golf course and burst into flames after circling the airport twice to land.;Newark, NJ  
266;1931-11-13;?;Sir Lowry's pass, South Africa;Union Airways;flight no Definida;Durban - Cape Town;De Havilland DH.80;ZS-ACD;2110;3;2;1;3;2;1;0;Flew into a thunderstorm over mountains, lost a wing and crashed.;Durban 
268;1931-11-24;?;Near Tsinan, China;China National Aviation Corporation;flight no Definida;Nanking - Peiking;Stinson;Placa de Avion no Definida;cn_ln no Definida;3;1;2;3;1;2;0;Crashed into Chingshan mountain range 10 miles south of Tsinan in fog.;Nanking 
269;1931-11-26;2230;Pasco, Washington;Varney Air Lines;flight no Definida;Portland,  OR - Pasco, WA;Boeing 40;NC10338;1419;1;0;1;1;0;1;0;Crashed in fog while attempting to land.;Portland,  OR 
271;1931-12-06;0545;Bangkok, Thailand;KLM Royal Dutch Airlines;flight no Definida;Djakarta - Amsterdam -  Bangkok - Rangoon (Burma);Fokker F-VIIb-3M;PH-AFO;5226;7;3;4;5;2;3;0;Take off  was made with the  emergency hatch in cockpit roof open. This spoiled the lift and aircraft didn't become airborne.  At the end of the field, the aircraft crashed into a dam.;Djakarta 
273;1931-12-31;?;Springfield, Ohio;American Airways;flight no Definida;Port Colombus, OH - Louisville, KY;Fairchild Pilgrim 100A;Placa de Avion no Definida;cn_ln no Definida;5;4;1;4;4;0;0;Under orders from his supervisor, the pilot took off in extremely poor weather conditions. After encountering fog he attempted to turn back to the airport but a wing tip struck a knoll and the plane crashed.;Port Colombus, OH 
274;1932-01-21;?;Colvin Park, Ilinois;Northwest Airways;flight no Definida;Rockford - Chicago, IL - Madison, WI;Stinson SM-2A;NC443H;1088;1;0;1;1;0;1;0;The pilot lost his directions in heavy fog. He decided to bail out and abandoned the aircraft. While doing so, he hit the horizontal stabilizer and was killed. The aircraft then crashed into a residential area,;Rockford 
275;1932-01-29;c 16:00;Lebec, California;Century Pacific Lines;flight no Definida;San Francisco - Bakersfield - Los Angeles, CA;Stinson SM-6000B;NC10813;5034;8;7;1;8;7;1;0;Crashed into a canyon, in mountains, during a blizzard. Wreckage found a week later.;San Francisco 
280;1932-03-08;02:00;Saint Louis, Illinois;Century Air Lines;flight no Definida;Training;Stinson SM-6000B;NC11122;5016;5;0;5;3;0;3;0;Crashed into a skeleton of an old windmill, 500 yards from the edge of the field while practicing night landings.;Training
281;1932-03-19;1930;Calimesa, California;American Airways;flight no Definida;Phoenix, AZ - Los Angeles, CA;Fokker F-10A;NC652E;1027;7;5;2;7;5;2;0;The crew reduced altitude in foggy conditions to maintain visual contact with the ground. Crashed into an apple orchard after striking power lines. One survivor died the next day.;Phoenix, AZ 
282;1932-03-21;?;Steubenville, Ohio;Trans Continental and Western Air;flight no Definida;Columbus - McKeesport;Northrop Alpha 3;NC966Y;9;1;0;1;1;0;1;0;The mail plane pilot drowned when his parachute tangled in the fuselage and he was dragged into the Ohio River after his plane crashed.;Columbus 
283;1932-03-29;?;Rutbah Wells, Iraq;Air Orient;flight no Definida;Damascus - Baghdad - Karachi;Farman F-190;"F-AJDPF-AJDP";7120;3;1;2;3;1;2;0;Crashed into the ground during a sand storm.;Damascus 
288;1932-07-16;c 08:00;Mount El Plomo, near Vitacura, Chile;Panagra;flight no Definida;Santiago, Chile - Mendosa, Argentina;Ford 5-AT-C Tri Motor;NC403H;5-AT-062;9;6;3;9;6;3;0;The aircraft crashed in a severe snowstorm in the Andes Mountains.  The wreckage was buried by ice and snow and wasn’t found until March 22, 1934.;Santiago, Chile 
291;1932-09-08;c:09:00;Salt Flats, Texas;American Airways;flight no Definida;El Paso - Dallas;Fokker F-10;NC9716;1009;4;2;2;3;1;2;0;The mail plane struck a mountain and burned after encountering poor weather conditions.;El Paso 
297;1932-11-02;?;Echterpfuhl, Germany;Deutsche Lufthansa;flight no Definida;Nuremberg - Frankfort;Junkers F-13;D-724;696;5;3;2;5;3;2;0;Crashed into mountainous terrain in the Spessart mountains in fog, after a wing separated from the aircraft due to overstressing..;Nuremberg 
298;1932-11-25;?;Marianna, Arkansas;Hunter Airways;flight no Definida;Little Rock, AR - Memphis, TN;Travel Air 6000;NC369M;2020;2;1;1;2;1;1;0;Became lost and circled  until the plane struck an oak tree and crashed onto a island in the bayou.;Little Rock, AR 
305;1933-01-20;02:07;Bourne, Texas;American Airways;flight no Definida;Big Springs - San Antonio;Stearman 4;NC11721;4039;1;0;1;1;0;1;0;The pilot of the mail plane lost his bearings and crashed into the hillside in poor visibility.;Big Springs 
307;1933-03-11;?;Near Mendoza, Argentina;Pan American Grace Airways;flight no Definida;Mendoza, Argentina - Santiago, Chili;Fairchild FC-2W;NC9723;cn_ln no Definida;2;0;2;2;0;2;0;Crashed and burned.;Mendoza, Argentina 
308;1933-03-25;2007;Hayward, California;Varney Airlines;flight no Definida;Burbank - San Francisco;Lockheed Orion 9;NC12226;184;3;2;1;3;2;1;11;The aircraft crashed into tops of two houses and smashed into a third, bursting into flames in heavy rain.  An unusual and unforeseen condition of the weather developed its intensity in the immediate locality of the accident.  The ceiling suddenly dropped as the plane approached its destination.;Burbank 
309;1933-03-28;14:30;Near Dixmude, Belgium;Imperial Airways;flight no Definida;Cologne, Germany - Croydon, England;Armstrong Whitworth Argosy II;G-AACI;AW-363;15;12;3;15;12;3;0;The airliner was crusing at about 4,000 feet when fire was observed coming out of its tail section. The pilot tried to make an emergency landing but the fuselage split in two causing the aircraft to crash and burn. Although never proven, this is thought to be the first airline disaster caused by an act of satotage. The fire was thought to have been started by a passenger, Dr. Voss,  in an attempt to commit suicide. The plane was named Cit y of Liverpool.;Cologne, Germany 
312;1933-04-23;0740;Near Castrovillari, Calabria, Italy;Air Orient;flight no Definida;Corfu - Naples;Cams 53-1;F-ALCE;29;8;5;3;5;2;3;0;Crashed into a mountain after encountering a mountain wave..;Corfu 
317;1933-07-18;1540;Aegean Sea;Societa Anonima Aero Expresso Italiana;flight no Definida;Athens - Rhodes;CMASA Wal (flying boat);I-AZEE;127;6;2;4;6;2;4;0;The float plane was forced to ditch in gale force winds. No trace of the plane or those onboard were ever found.;Athens 
318;1933-08-29;0100;Quay, New Mexico;Trans Continental and Western Air;flight no Definida;Amarillo, TX - Albuquerque, NM;Ford 5-AT-B Tri Motor;NC9607;5-AT-005;5;3;2;5;3;2;0;Crashed into a mountain slope  during a storm while attempting to make an emergency landing.;Amarillo, TX 
319;1933-09-12;?;Near Ljubljana, Yugoslavia;Aeroput;flight no Definida;Ljubjana - Susak, Croatia;Farman F-306;YU-SAH;cn_ln no Definida;8;6;2;8;6;2;0;Crashed on the grounds of an insane asylum after losing an engine on takeoff.;Ljubjana 
320;1933-10-10;2100;Chesterton, Indiana;United Air Lines;flight no Definida;Newark - Cleveland - Chicago - Oakland;Boeing 247;NC13304;1685;10;7;3;10;7;3;0;While en route to Chicago, the aircraft was destroyed by an explosive device placed in the cargo hold, consisting of nitro-glycerin and attached to a timing device. Eyewitnesses on the ground reported hearing an explosion shortly after 9 p.m., and told of seeing the plane in flames at an altitude of about 1,000 feet. A second explosion followed after the plane crashed.This was the first proven case of sabotage in the history of commercial aviation.;Newark 
321;1933-10-31;1120;Etobon, France;Air France;flight no Definida;Zurich - Basel - Paris;Farman F-301;F-AJMI;04;5;2;3;2;1;1;0;?;Zurich 
322;1933-11-09;2235;Portland, Oregon;United Air Lines;flight no Definida;Seattle, WA - Dallas, TX;Boeing 247;NC13345;1772;10;7;3;4;3;1;0;Crashed in a thickly wooded area upon taking off after the pilot became lost in fog.;Seattle, WA 
324;1933-11-20;?;Near Tsinan, China;China National Aviation Corporation;flight no Definida;Canton - Shanghai;Stinson;Placa de Avion no Definida;cn_ln no Definida;8;7;1;8;7;1;0;Crashed into the Chingshan mountain range in fog.;Canton 
329;1933-12-30;c 13:00;Near Ruysselede, Belgium;Imperial Airways;flight no Definida;Brussels, Belgium - Croydon, England;Avro 10;G-ABLU;528;10;8;2;10;8;2;0;Crashed  into a field in desnse fog after hitting a radio antenna tower which tore off a wing.;Brussels, Belgium 
332;1934-02-23;1415;Near Salt Lake City, Utah;Boeing Aircraft Company;flight no Definida;Salt Lake City - Cheyenne;Boeing 247;NC13357;1739;8;5;3;8;5;3;0;Crashed on top of Parley's Canyon, 20 miles from Salt Lake City shortly after taking off for Cheyenne. Pilot error. The crew failed to gain sufficient altitude to clear rapidly rising terrain.;Salt Lake City 
334;1934-03-06;?;Petersburg, Illinois;American Airways;flight no Definida;St. Louis, MO - Chicago, IL;Fairchild Pilgrim 100A;NC710Y;6606;4;3;1;4;3;0;0;Crashed into a snow drift due to icing in a blizzard.;St. Louis, MO 
335;1934-03-10;?;Pereira, Colombia;Pan American Airways (Scadta);flight no Definida;Quiddo - Cartago;Sikorsky S-38 Flying Boat;NC-9107;cn_ln no Definida;6;4;2;5;3;2;0;"Scadta was a Pan Am subsidiary.  It was operating a domestic flight, which crashed in the Colombian jungle, which was called ""Green Hell."" Five Goigira Indians, who were canoeing up the Uribe River, found pieces of clothing, and then dead bodies of five people from the crash, and the wreckage of the aircraft.  They also found a man who was alive, but dazed, exhausted, half crazy and unable to speak.  They carried him for seven days through the jungle to civilization.  He later recovered, and his name was Newton C. Marshall, General Manager of South American Gold & Platinum Company.  He was the only survivor.";Quiddo 
338;1934-05-09;?;English Channel;Air France;flight no Definida;Dieppe, France - New Haven, England;Wibault 282T;F-AMHP;8;6;3;3;6;3;3;0;Crashed into the English Channel and sunk immedately in fog.;Dieppe, France 
339;1934-05-31;0500;Croydon, England;Air France;flight no Definida;Croydon, England - Paris, France;Liore-et-Olivier 213;F-AIVG;cn_ln no Definida;2;0;2;2;0;2;0;The cargo plane struck an aerial mast and crashed into houses while attempting to take off.;Croydon, England 
343;1934-06-23;0600;Burbank, California;Aerevias Centrales Air Service;flight no Definida;Mexico - Burbank;Lockheed Orion;XA-BEJ;cn_ln no Definida;1;0;1;1;0;1;0;Crashed while en route to pick up passengers. The plane crashed near a fire station in heavy fog and burst into flames killing the pilot.;Mexico 
344;1934-07-09;?;San Bernardino, California;United Air Services;flight no Definida;San Bernardion - Los Angeles;Lockheed Vega;NC32E;033;4;3;1;3;2;1;0;Failed to gain altitude and struck a grove of trees while attempting to take off. The plane came to rest in a watermelon patch.;San Bernardion 
351;1934-10-19;?;Bass Strait, Australia;Holymans Airways;flight no Definida;Launceston, Tasmania - Melbourne, Australia;de Havilland DH-86;VH-URN;2301;11;9;2;11;9;2;0;Crashed 10 miles off the coast under unknown circumstances;Launceston, Tasmania 
352;1934-11-02;?;Kiapit, Australia;Holdens Air Transport Service;flight no Definida;Rabaul - Kaiapit;De Havilland DH-61;VH-UHW;330;4;2;2;2;2;0;0;"On final approach to Kaiapit, the aircraft was too low and hit a house short of runway and caught fir. The aircraft was named ""Canberra.""";Rabaul 
353;1934-11-15;2342;Amazonia, Montana;Rapid Air Transport;flight no Definida;Omaha - Kansas City;Stinson SM-6000-B;NC10809;5031;2;0;2;2;0;2;0;While flying at night in marginal weather conditions, the pilot flew too close to the ground  hit trees and crashed in flames in a wooded area.  The pilot committed an error in judgment in turning too close to the ground in a fog bound area.;Omaha 
356;1934-12-08;0530;Columbia, Missouri;Braniff Airlines;flight no Definida;Kansas City, MO - Chicago, IL;Lockheed Vega 5C;NC106W;123;1;0;1;1;0;1;0;The mail plane crashed to the ground from a low altitude. Icing.;Kansas City, MO 
357;1934-12-10;0730;Palma Soriano, Cuba;Cubana de Aviacion;flight no Definida;Havana - Santiago de Cuba;Ford 4-AT-E Tri-motor;NM-7;4-AT-63;8;5;3;4;2;2;0;Crashed into a mountain in poor weater condtions and low visiblity while en route.;Havana 
359;1934-12-22;0252;Sunbright, Tennessee;American Airlines;flight no Definida;Louisville, KY - Nashville, TN;Lockheed Orion 9D;NC12286;198;1;0;1;1;0;1;0;Crashed into Big Pilot mountain, 50 feet from the top of the summit, four miles from Sunbright, in poor visibility. The battery-generator system failed, thus causing an error in the ship's compass and probably affecting other essential navigation instruments.;Louisville, KY 
363;1935-01-31;1900;Stettin, Germany;Deruluft;flight no Definida;Koenigberg - Berlin;Junkers JU-52/3m;D-AREN;4051;11;8;3;11;8;3;0;Crashed full speed into a hill, 450 feet high in rain and fog. Icing.;Koenigberg 
366;1935-03-15;?;El Arish, Egypt;Misrair;flight no Definida;Jerusalem - Cairo;de Havilland Dragon 1;SU-ABI;6031;6;5;1;3;2;1;0;After flying over the airport into a strong headwind, in an attempt to land, one of the aircraft's two engines failed.  While attempting to return to the airport the pilot headed into the strong wind and lost airspeed until he stalled and crashed from a height  of 100 - 130 feet.;Jerusalem 
369;1935-04-06;1518;Brilon, Germany;KLM Royal Dutch Airlines;flight no Definida;Prague Leipzig Essen Amsterdam Rotterdam;Fokker F-12;PH-AFL;5242;7;2;5;7;2;5;0;"Crashed after the pilot tried to maintain visual contact with the ground in heavy fog and snow. The plane was named ""Leeuwerik."" The pilot was unable to distinguish the ground from the surroundings and to establish his real position to continue then flight in a safely manner.";Prague Leipzig Essen Amsterdam Rotterdam
370;1935-05-01;1045;Near Walsenberg, Colorado;Varney Air Lines;flight no Definida;Pueblo - El Paso;Lockheed Vega;NC891E;73;1;0;1;1;0;1;0;Crashed at Rattlesnake Butte after the plane lost engine power. James Montijo, 40, the man who taught Amelia Earhart to fly, killed. The accidental collision with the ground while doing low flying in violation of the Air Commerce Regulations.;Pueblo 
374;1935-05-27;1600;Glendo, Wyoming;Wyoming Air Service;flight no Definida;Billings - Sheridan - Casper - Cheyenne;Boeing 221;NC725W;1153;1;0;1;1;0;1;0;While flying in poor weather conditions, the pilot decided to reduce his altitude to maintain a visual contact with the ground and crashed into a hill. The accidental collision with the ground while flying low due to severe local weather conditions.;Billings 
